sepal length,sepal width,petal length,petal width,label
0.9166666666666665,0.41666666666666663,0.9491525423728813,0.8333333333333334,Iris-virginica
0.1666666666666668,0.20833333333333331,0.5932203389830508,0.6666666666666666,Iris-virginica
0.8333333333333333,0.3749999999999999,0.8983050847457626,0.7083333333333334,Iris-virginica
0.6666666666666666,0.20833333333333331,0.8135593220338982,0.7083333333333334,Iris-virginica
0.8055555555555556,0.6666666666666666,0.8644067796610169,1.0,Iris-virginica
0.611111111111111,0.5,0.6949152542372881,0.7916666666666666,Iris-virginica
0.5833333333333334,0.2916666666666667,0.7288135593220338,0.75,Iris-virginica
0.6944444444444443,0.41666666666666663,0.7627118644067796,0.8333333333333334,Iris-virginica
0.38888888888888895,0.20833333333333331,0.6779661016949152,0.7916666666666666,Iris-virginica
0.41666666666666663,0.3333333333333332,0.6949152542372881,0.9583333333333333,Iris-virginica
0.5833333333333334,0.5,0.7288135593220338,0.9166666666666666,Iris-virginica
0.611111111111111,0.41666666666666663,0.7627118644067796,0.7083333333333334,Iris-virginica
0.9444444444444444,0.7499999999999998,0.9661016949152542,0.8750000000000001,Iris-virginica
0.9444444444444444,0.25,1.0,0.9166666666666666,Iris-virginica
0.4722222222222222,0.0833333333333334,0.6779661016949152,0.5833333333333334,Iris-virginica
0.7222222222222222,0.5,0.7966101694915254,0.9166666666666666,Iris-virginica
0.361111111111111,0.3333333333333332,0.6610169491525424,0.7916666666666666,Iris-virginica
0.9444444444444444,0.3333333333333332,0.9661016949152542,0.7916666666666666,Iris-virginica
0.5555555555555555,0.2916666666666667,0.6610169491525424,0.7083333333333334,Iris-virginica
0.6666666666666666,0.5416666666666665,0.7966101694915254,0.8333333333333334,Iris-virginica
0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,Iris-virginica
0.5277777777777778,0.3333333333333332,0.6440677966101694,0.7083333333333334,Iris-virginica
0.4999999999999999,0.41666666666666663,0.6610169491525424,0.7083333333333334,Iris-virginica
0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8333333333333334,Iris-virginica
0.8055555555555556,0.41666666666666663,0.8135593220338982,0.625,Iris-virginica
0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,Iris-virginica
1.0,0.7499999999999998,0.9152542372881356,0.7916666666666666,Iris-virginica
0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8750000000000001,Iris-virginica
0.5555555555555555,0.3333333333333332,0.6949152542372881,0.5833333333333334,Iris-virginica
0.4999999999999999,0.25,0.7796610169491525,0.5416666666666666,Iris-virginica
0.9444444444444444,0.41666666666666663,0.8644067796610169,0.9166666666666666,Iris-virginica
0.5555555555555555,0.5833333333333333,0.7796610169491525,0.9583333333333333,Iris-virginica
0.5833333333333334,0.4583333333333333,0.7627118644067796,0.7083333333333334,Iris-virginica
0.4722222222222222,0.41666666666666663,0.6440677966101694,0.7083333333333334,Iris-virginica
0.7222222222222222,0.4583333333333333,0.7457627118644068,0.8333333333333334,Iris-virginica
0.6666666666666666,0.4583333333333333,0.7796610169491525,0.9583333333333333,Iris-virginica
0.7222222222222222,0.4583333333333333,0.6949152542372881,0.9166666666666666,Iris-virginica
0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,Iris-virginica
0.6944444444444443,0.5,0.8305084745762712,0.9166666666666666,Iris-virginica
0.6666666666666666,0.5416666666666665,0.7966101694915254,1.0,Iris-virginica
0.6666666666666666,0.41666666666666663,0.711864406779661,0.9166666666666666,Iris-virginica
0.5555555555555555,0.20833333333333331,0.6779661016949152,0.75,Iris-virginica
0.611111111111111,0.41666666666666663,0.711864406779661,0.7916666666666666,Iris-virginica
0.5277777777777778,0.5833333333333333,0.7457627118644068,0.9166666666666666,Iris-virginica
0.44444444444444453,0.41666666666666663,0.6949152542372881,0.7083333333333334,Iris-virginica
